Date,Cash,Invested,Total,Positions,Peak,Drawdown,Daily_Return
2022-04-11,127229.09015274048,372770.9098472595,500000.0,144,500000.0,0.0,
2022-04-12,127229.09015274048,368209.20896720886,495438.29911994934,144,500000.0,-0.009123401760101318,-0.00912340176010129
2022-04-13,127229.09015274048,368220.8589935303,495449.94914627075,144,500000.0,-0.009100101707458496,2.3514585655082243e-05
2022-04-18,127229.09015274048,366945.5273132324,494174.6174659729,144,500000.0,-0.0116507650680542,-0.0025740878215759766
2022-04-19,127229.09015274048,362506.0924720764,489735.1826248169,144,500000.0,-0.02052963475036621,-0.00898353473499014
2022-04-20,127229.09015274048,364824.22364997864,492053.3138027191,144,500000.0,-0.015893372394561768,0.004733438111343746
2022-04-21,127229.09015274048,369525.80065727234,496754.8908100128,144,500000.0,-0.006490218379974365,0.009555015433101444
2022-04-22,127229.09015274048,365691.50084495544,492920.5909976959,144,500000.0,-0.014158818004608154,-0.007718695644978291
2022-04-25,127229.09015274048,358539.84115600586,485768.93130874634,144,500000.0,-0.028462137382507323,-0.014508746073022216
2022-04-26,127229.09015274048,364533.26609420776,491762.35624694824,144,500000.0,-0.016475287506103515,0.012338016188179424
2022-04-27,127229.09015274048,361624.90134620667,488853.99149894714,144,500000.0,-0.022292017002105712,-0.005914167099322687
2022-04-28,127229.09015274048,364618.50479507446,491847.59494781494,144,500000.0,-0.016304810104370116,0.006123716898963405
2022-04-29,127229.09015274048,361232.0805644989,488461.1707172394,144,500000.0,-0.023077658565521242,-0.00688510885355631
2022-05-02,127229.09015274048,359632.64772987366,486861.73788261414,144,500000.0,-0.02627652423477173,-0.0032744318904135428
2022-05-04,127229.09015274048,351754.8861885071,478983.97634124756,144,500000.0,-0.04203204731750488,-0.01618069552071877
2022-05-05,127229.09015274048,351910.35532569885,479139.44547843933,144,500000.0,-0.04172110904312134,0.0003245810817709138
2022-05-06,127229.09015274048,346295.8983516693,473524.9885044098,144,500000.0,-0.05295002299118042,-0.011717793279205524
2022-05-09,127229.09015274048,341618.2254447937,468847.3155975342,144,500000.0,-0.06230536880493164,-0.00987840773018056
2022-05-10,127229.09015274048,336282.36801719666,463511.45816993713,144,500000.0,-0.07297708366012573,-0.01138079978296691
2022-05-11,127229.09015274048,333686.74657821655,460915.83673095703,144,500000.0,-0.07816832653808593,-0.005599907819384464
2022-05-12,127229.09015274048,327109.6570701599,454338.7472229004,144,500000.0,-0.09132250555419921,-0.014269610596816529
2022-05-13,127229.09015274048,328377.2935028076,455606.3836555481,144,500000.0,-0.0887872326889038,0.002790068952727376
2022-05-16,127229.09015274048,332233.2284889221,459462.3186416626,144,500000.0,-0.0810753627166748,0.008463303246931009
2022-05-17,127229.09015274048,341023.7630958557,468252.8532485962,144,500000.0,-0.06349429350280762,0.01913222096846079
2022-05-18,127229.09015274048,340587.03384017944,467816.1239929199,144,500000.0,-0.06436775201416016,-0.0009326782584374582
2022-05-19,127229.09015274048,332434.7815628052,459663.87171554565,144,500000.0,-0.0806722565689087,-0.017426189178331164
2022-05-20,127229.09015274048,339858.06820487976,467087.15835762024,144,500000.0,-0.06582568328475952,0.016149380229448118
2022-05-23,127229.09015274048,338241.63618659973,465470.7263393402,144,500000.0,-0.06905854732131958,-0.0034606646518900996
2022-05-24,127229.09015274048,335590.98101234436,462820.07116508484,144,500000.0,-0.07435985766983032,-0.005694569012107964
