Date,Open,High,Low,Close,Volume,DMA_20,DMA_50,DMA_100,DMA_200,RSI_14,MACD,MACD_signal,Volume_Change_Pct,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower,52W_High,52W_Low,Distance_to_52W_High,Distance_to_52W_Low
2022-04-01,1199.4116203413212,1212.6752582349072,1193.0415116671982,1208.443603515625,7922880,1126.9225952148438,1100.757353515625,1104.5255383300782,1078.5499249267577,67.84920774181705,33.6446922004327,24.071095857313665,-40.08583667619047,1248.424317052033,1126.9225952148438,1005.4208733776545,1243.024658203125,862.0408325195312,-0.02782008744499825,0.40184032812418463
2022-04-04,1208.2617761125623,1217.1572786813151,1201.9826544660282,1212.015625,7929162,1134.6157165527343,1102.050498046875,1105.1716577148438,1079.4911172485351,68.4018560718964,34.45497069304224,26.147870824459382,0.07928934932752707,1257.2054824279112,1134.6157165527343,1012.0259506775574,1243.024658203125,862.0408325195312,-0.024946434488235032,0.4059840082720668
2022-04-05,1206.2823045318924,1214.8366019261357,1192.4499926471442,1194.88427734375,13149870,1143.4088195800782,1103.40279296875,1105.5181506347656,1080.4340161132814,62.824264074020036,33.33055179936855,27.584407019441215,65.8418632385112,1256.426802665671,1143.4088195800782,1030.3908364944855,1243.024658203125,862.0408325195312,-0.038728419860121786,0.38611099644943736
2022-04-06,1177.1617516980632,1198.72923220727,1177.1617516980632,1191.6993408203125,12257215,1152.134814453125,1104.6877490234374,1105.8116333007813,1081.3517758178712,61.81508722661041,31.815692467134795,28.430664108979933,-6.788318059418074,1250.8673640948452,1152.134814453125,1053.4022648114048,1243.024658203125,862.0408325195312,-0.04129066711919188,0.38241634951011694
2022-04-07,1180.8015690820075,1185.7612463786218,1168.0157378896515,1170.6776123046875,15496499,1157.111505126953,1106.4618408203125,1105.7194921875,1082.1416763305665,55.480313587054084,28.58931786693438,28.46239486057082,26.427569394842145,1248.7952261822302,1157.111505126953,1065.427784071676,1243.024658203125,862.0408325195312,-0.058202422149066596,0.35803034861247535
2022-04-08,1164.8307737717014,1194.4066235414564,1164.8307737717014,1190.1522216796875,15152495,1162.193994140625,1108.6677392578124,1105.8917138671875,1083.0025595092773,59.60981373470028,27.28925739963279,28.227767368383216,-2.219882052068667,1249.254174437836,1162.193994140625,1075.133813843414,1243.024658203125,862.0408325195312,-0.04253530786739833,0.38062163273770705
2022-04-11,1183.03126481227,1200.572052745213,1175.296097837182,1187.6724853515625,9254209,1166.9955139160156,1111.143916015625,1106.311689453125,1083.87720703125,58.86113507412226,25.76188909395205,27.734591713496982,-38.92617024457028,1248.3685628183587,1166.9955139160156,1085.6224650136726,1243.024658203125,862.0408325195312,-0.04453022913606376,0.37774504472171094
2022-04-12,1177.116066491659,1184.2143186613282,1162.737706900729,1165.30859375,13217742,1170.2306518554688,1113.1932934570314,1106.7532788085937,1084.6864459228516,52.46163473119367,22.487636087451165,26.68520058828782,42.829516817698845,1245.720782755419,1170.2306518554688,1094.7405209555186,1243.024658203125,862.0408325195312,-0.06252173996730584,0.3518020838341177
2022-04-13,1171.4284128604863,1179.664132404293,1158.2330158892628,1161.0313720703125,10354235,1174.5123107910156,1114.6952880859376,1107.1097814941406,1085.5922610473633,51.31258094594659,19.324865921728133,25.213133654975884,-21.66411630670352,1236.5100185160652,1174.5123107910156,1112.514603065966,1243.024658203125,862.0408325195312,-0.06596271891447372,0.34684034476291126
2022-04-18,1152.545489452205,1164.7397805103374,1147.4493300930017,1157.4822998046875,9974224,1177.7087707519531,1116.1981909179688,1107.9292578125,1086.5919226074218,50.32756730877475,16.343568820023847,23.43922068798548,-3.6701021369516917,1228.2060167111742,1177.7087707519531,1127.211524792732,1243.024658203125,862.0408325195312,-0.06881790947099528,0.34272328657756757
2022-04-19,1163.920736701103,1213.972089786732,1160.7584292751112,1201.595703125,26141820,1181.328387451172,1118.539228515625,1109.0893115234376,1087.8541256713868,60.481964300110214,17.340561169653256,22.219488784319033,162.09377290905036,1227.6007081171242,1181.328387451172,1135.0560667852196,1243.024658203125,862.0408325195312,-0.03332914983200198,0.39389650443011404
2022-04-20,1209.0124078704498,1244.0028730390352,1205.3722941596611,1236.9273681640625,25072240,1187.0399230957032,1121.8671850585938,1110.7594299316406,1089.2888919067382,66.40554757603368,20.742547701172498,21.924100567689727,-4.091451934104051,1231.1007268760238,1187.0399230957032,1142.9791193153826,1243.024658203125,862.0408325195312,-0.004905204413142165,0.4348825734261694
2022-04-21,1251.6926535659309,1269.0285988217172,1243.092861615674,1265.8890380859375,21708633,1192.7491882324218,1125.9695751953125,1112.0750988769532,1090.8164813232422,70.33137134655621,25.481872097684345,22.63565487368865,-13.415662102787785,1245.708407923174,1192.7491882324218,1139.7899685416696,1265.8890380859375,862.0408325195312,0.0,0.46847920693740025
2022-04-22,1255.3328474216894,1274.9438501458906,1248.6441600419914,1255.287353515625,15054154,1197.7452331542968,1129.9891552734375,1113.650352783203,1092.3199554443358,67.23403497909611,28.058907860308864,23.720305471012693,-30.653606793205267,1254.3804498183881,1197.7452331542968,1141.1100164902055,1265.8890380859375,862.0408325195312,-0.008374892467939028,0.4561808514878951
2022-04-25,1247.825046254362,1255.1051538112451,1211.9928211860372,1226.2574462890625,17063215,1200.392266845703,1133.073681640625,1114.80380859375,1093.6075259399413,59.50621390553934,27.442417264687265,24.46472782974761,13.345558973290705,1257.161624234473,1200.392266845703,1143.622909456933,1265.8890380859375,862.0408325195312,-0.03130731889170884,0.42250506011996736
2022-04-26,1233.0825422871724,1271.7586153913803,1232.0360622414871,1262.9541015625,12227666,1204.4828247070313,1136.6423413085938,1116.4884912109376,1095.0304620361328,64.98503475235685,29.57404622423587,25.48659150864526,-28.33902637926088,1266.6480773251603,1204.4828247070313,1142.3175720889024,1265.8890380859375,863.4918212890625,-0.0023184785041469452,0.4626126969877964
2022-04-27,1253.9449263825295,1286.7740721528176,1253.5808548135026,1264.1827392578125,19338945,1208.0410217285157,1140.2578662109374,1117.9051721191406,1096.5173278808593,65.15502379353788,31.005110709841574,26.590295348884528,58.157288561856355,1275.1260927242647,1208.0410217285157,1140.9559507327667,1265.8890380859375,863.4918212890625,-0.0013479055247251177,0.4640355682472813
2022-04-28,1278.5609339308398,1297.2391870846068,1267.7088344271938,1283.0655517578125,25614076,1212.5297058105468,1144.2933642578125,1119.4385607910156,1098.1321649169922,67.74663464265602,33.279301708993216,27.928096620906267,32.44815578099012,1286.705457494801,1212.5297058105468,1138.3539541262926,1283.0655517578125,867.4819946289062,0.0,0.47906879877856795
2022-04-29,1299.5827089210004,1299.5827089210004,1263.7049887259216,1269.597412109375,18214862,1215.1983520507813,1148.4039453125,1121.1767077636719,1099.7193612670899,64.08550552883597,33.60744247188336,29.063965791101687,-28.8872961882365,1293.4426475954795,1215.1983520507813,1136.9540565060831,1283.0655517578125,867.4819946289062,-0.01049684455325452,0.46354324351422044
2022-05-02,1256.743356384579,1276.5363340584336,1254.9459860935513,1265.1383056640625,9467006,1218.5131225585938,1151.702783203125,1123.0779772949218,1101.3329483032226,62.87400568895943,33.12582982071126,29.8763385970236,-48.02592520327631,1299.281424341173,1218.5131225585938,1137.7448207760144,1283.0655517578125,867.4819946289062,-0.013972198122839083,0.4584029564847242
2022-05-04,1267.2084828840266,1269.4835388914837,1217.748671405608,1225.64306640625,19247660,1219.373095703125,1154.257216796875,1124.4967041015625,1102.7197109985352,53.26858669747436,29.220378260671396,29.74514652975316,103.3130643415669,1300.0604462278966,1219.373095703125,1138.6857451783535,1283.0655517578125,867.4819946289062,-0.04475413222098678,0.41287435819409585
