Date,Cash,Invested,Total,Positions,Peak,Drawdown,Daily_Return
2023-03-01,28698.32130050659,521043.2326965332,549741.5539970398,6,625659.1637382507,-0.12134020268737189,0.3494813334187423
2023-03-02,28698.32130050659,519649.8699645996,548348.1912651062,6,625659.1637382507,-0.12356723429290035,-0.002534577788058434
2023-03-03,28698.32130050659,522030.4941711426,550728.8154716492,6,625659.1637382507,-0.11976224853624816,0.004341446264371829
2023-03-06,28698.32130050659,524102.0148925781,552800.3361930847,6,625659.1637382507,-0.11645130730578904,0.0037614169864372826
2023-03-08,490.2773551940918,367991.0732727051,368481.35062789917,7,625659.1637382507,-0.41105098113442456,-0.3334277740033894
2023-03-09,490.2773551940918,555785.2257385254,556275.5030937195,7,625659.1637382507,-0.11089689828879168,0.5096435739442866
2023-03-10,7980.366222381592,512088.22967529297,520068.59589767456,7,625659.1637382507,-0.16876691649441067,-0.06508808494114993
2023-03-13,586.4582633972168,398642.8227233887,399229.2809867859,6,625659.1637382507,-0.36190612377283665,-0.23235264706247372
2023-03-14,586.4582633972168,545686.1073303223,546272.5655937195,6,625659.1637382507,-0.1268847365236438,0.3683178855105085
2023-03-15,586.4582633972168,547089.1126708984,547675.5709342957,6,625659.1637382507,-0.1246422929986527,0.0025683247319061575
